n_lpdf_eval,n_grad_eval,logzs_eval,lr,nbridge,batchsize,niters,method,id
1056,1024,-35.31465148925781,0.0001,16,32,5000,uha,9
2112,2048,-35.26084899902344,0.0001,16,32,5000,uha,9
3168,3072,-34.524993896484375,0.0001,16,32,5000,uha,9
4224,4096,-35.6553955078125,0.0001,16,32,5000,uha,9
5280,5120,-31.140338897705078,0.0001,16,32,5000,uha,9
6336,6144,-34.66604995727539,0.0001,16,32,5000,uha,9
7392,7168,-31.82373809814453,0.0001,16,32,5000,uha,9
8448,8192,-32.649051666259766,0.0001,16,32,5000,uha,9
9504,9216,-28.09686279296875,0.0001,16,32,5000,uha,9
10560,10240,-24.843730926513672,0.0001,16,32,5000,uha,9
11616,11264,-36.137481689453125,0.0001,16,32,5000,uha,9
12672,12288,-27.50286865234375,0.0001,16,32,5000,uha,9
13728,13312,-34.02415466308594,0.0001,16,32,5000,uha,9
14784,14336,-32.622005462646484,0.0001,16,32,5000,uha,9
15840,15360,-37.0931510925293,0.0001,16,32,5000,uha,9
16896,16384,-24.40164566040039,0.0001,16,32,5000,uha,9
17952,17408,-30.328887939453125,0.0001,16,32,5000,uha,9
19008,18432,-33.908634185791016,0.0001,16,32,5000,uha,9
20064,19456,-31.02257537841797,0.0001,16,32,5000,uha,9
21120,20480,-33.35205841064453,0.0001,16,32,5000,uha,9
22176,21504,-32.76244354248047,0.0001,16,32,5000,uha,9
23232,22528,-31.70333480834961,0.0001,16,32,5000,uha,9
24288,23552,-32.40567398071289,0.0001,16,32,5000,uha,9
25344,24576,-36.04470443725586,0.0001,16,32,5000,uha,9
26400,25600,-29.270523071289062,0.0001,16,32,5000,uha,9
27456,26624,-29.091522216796875,0.0001,16,32,5000,uha,9
28512,27648,-35.225643157958984,0.0001,16,32,5000,uha,9
29568,28672,-31.18561553955078,0.0001,16,32,5000,uha,9
30624,29696,-33.42710876464844,0.0001,16,32,5000,uha,9
31680,30720,-36.053428649902344,0.0001,16,32,5000,uha,9
32736,31744,-35.624759674072266,0.0001,16,32,5000,uha,9
33792,32768,-34.265098571777344,0.0001,16,32,5000,uha,9
34848,33792,-33.86376953125,0.0001,16,32,5000,uha,9
35904,34816,-34.60921859741211,0.0001,16,32,5000,uha,9
36960,35840,-35.819129943847656,0.0001,16,32,5000,uha,9
38016,36864,-29.109317779541016,0.0001,16,32,5000,uha,9
39072,37888,-31.544761657714844,0.0001,16,32,5000,uha,9
40128,38912,-32.303253173828125,0.0001,16,32,5000,uha,9
41184,39936,-33.335174560546875,0.0001,16,32,5000,uha,9
42240,40960,-34.03652572631836,0.0001,16,32,5000,uha,9
43296,41984,-34.820396423339844,0.0001,16,32,5000,uha,9
44352,43008,-32.68484115600586,0.0001,16,32,5000,uha,9
45408,44032,-32.61424255371094,0.0001,16,32,5000,uha,9
46464,45056,-33.54768753051758,0.0001,16,32,5000,uha,9
47520,46080,-35.011531829833984,0.0001,16,32,5000,uha,9
48576,47104,-34.28857421875,0.0001,16,32,5000,uha,9
49632,48128,-35.09596633911133,0.0001,16,32,5000,uha,9
50688,49152,-19.725561141967773,0.0001,16,32,5000,uha,9
51744,50176,-34.185455322265625,0.0001,16,32,5000,uha,9
52800,51200,-36.05329132080078,0.0001,16,32,5000,uha,9
53856,52224,-33.90001678466797,0.0001,16,32,5000,uha,9
54912,53248,-33.93327331542969,0.0001,16,32,5000,uha,9
55968,54272,-27.3250732421875,0.0001,16,32,5000,uha,9
57024,55296,-31.99520492553711,0.0001,16,32,5000,uha,9
58080,56320,-34.469383239746094,0.0001,16,32,5000,uha,9
59136,57344,-35.557518005371094,0.0001,16,32,5000,uha,9
60192,58368,-36.84459686279297,0.0001,16,32,5000,uha,9
61248,59392,-31.87639617919922,0.0001,16,32,5000,uha,9
62304,60416,-29.909000396728516,0.0001,16,32,5000,uha,9
63360,61440,-33.022789001464844,0.0001,16,32,5000,uha,9
64416,62464,-35.92399978637695,0.0001,16,32,5000,uha,9
65472,63488,-34.124114990234375,0.0001,16,32,5000,uha,9
66528,64512,-34.81663513183594,0.0001,16,32,5000,uha,9
67584,65536,-33.43463897705078,0.0001,16,32,5000,uha,9
68640,66560,-31.629840850830078,0.0001,16,32,5000,uha,9
69696,67584,-34.485076904296875,0.0001,16,32,5000,uha,9
70752,68608,-36.34963607788086,0.0001,16,32,5000,uha,9
71808,69632,-29.637584686279297,0.0001,16,32,5000,uha,9
72864,70656,-34.62273406982422,0.0001,16,32,5000,uha,9
73920,71680,-34.66907501220703,0.0001,16,32,5000,uha,9
74976,72704,-37.25547790527344,0.0001,16,32,5000,uha,9
76032,73728,-35.210182189941406,0.0001,16,32,5000,uha,9
77088,74752,-37.01380157470703,0.0001,16,32,5000,uha,9
78144,75776,-33.103267669677734,0.0001,16,32,5000,uha,9
79200,76800,-31.995319366455078,0.0001,16,32,5000,uha,9
80256,77824,-33.1146240234375,0.0001,16,32,5000,uha,9
81312,78848,-28.681751251220703,0.0001,16,32,5000,uha,9
82368,79872,-33.62940979003906,0.0001,16,32,5000,uha,9
83424,80896,-33.32662582397461,0.0001,16,32,5000,uha,9
84480,81920,-34.228336334228516,0.0001,16,32,5000,uha,9
85536,82944,-28.833343505859375,0.0001,16,32,5000,uha,9
86592,83968,-32.703758239746094,0.0001,16,32,5000,uha,9
87648,84992,-28.706016540527344,0.0001,16,32,5000,uha,9
88704,86016,-34.228660583496094,0.0001,16,32,5000,uha,9
89760,87040,-32.365901947021484,0.0001,16,32,5000,uha,9
90816,88064,-30.584976196289062,0.0001,16,32,5000,uha,9
91872,89088,-35.58839797973633,0.0001,16,32,5000,uha,9
92928,90112,-35.629581451416016,0.0001,16,32,5000,uha,9
93984,91136,-34.933319091796875,0.0001,16,32,5000,uha,9
95040,92160,-31.395206451416016,0.0001,16,32,5000,uha,9
96096,93184,-33.790443420410156,0.0001,16,32,5000,uha,9
97152,94208,-36.6552734375,0.0001,16,32,5000,uha,9
98208,95232,-28.553184509277344,0.0001,16,32,5000,uha,9
99264,96256,-34.61979293823242,0.0001,16,32,5000,uha,9
100320,97280,-33.04865646362305,0.0001,16,32,5000,uha,9
101376,98304,-37.71916961669922,0.0001,16,32,5000,uha,9
102432,99328,-23.712745666503906,0.0001,16,32,5000,uha,9
103488,100352,-34.58501052856445,0.0001,16,32,5000,uha,9
104544,101376,-29.505157470703125,0.0001,16,32,5000,uha,9
105600,102400,-33.21271896362305,0.0001,16,32,5000,uha,9
106656,103424,-30.571205139160156,0.0001,16,32,5000,uha,9
107712,104448,-33.11311721801758,0.0001,16,32,5000,uha,9
108768,105472,-32.587135314941406,0.0001,16,32,5000,uha,9
109824,106496,-34.26253890991211,0.0001,16,32,5000,uha,9
110880,107520,-27.33428192138672,0.0001,16,32,5000,uha,9
111936,108544,-34.53469467163086,0.0001,16,32,5000,uha,9
112992,109568,-34.26742935180664,0.0001,16,32,5000,uha,9
114048,110592,-30.65898895263672,0.0001,16,32,5000,uha,9
115104,111616,-35.026058197021484,0.0001,16,32,5000,uha,9
116160,112640,-28.380748748779297,0.0001,16,32,5000,uha,9
117216,113664,-28.70712661743164,0.0001,16,32,5000,uha,9
118272,114688,-32.22197723388672,0.0001,16,32,5000,uha,9
119328,115712,-34.561851501464844,0.0001,16,32,5000,uha,9
120384,116736,-36.52714920043945,0.0001,16,32,5000,uha,9
121440,117760,-28.367534637451172,0.0001,16,32,5000,uha,9
122496,118784,-32.33086395263672,0.0001,16,32,5000,uha,9
123552,119808,-34.39274597167969,0.0001,16,32,5000,uha,9
124608,120832,-32.211734771728516,0.0001,16,32,5000,uha,9
125664,121856,-29.442691802978516,0.0001,16,32,5000,uha,9
126720,122880,-34.354915618896484,0.0001,16,32,5000,uha,9
127776,123904,-31.360530853271484,0.0001,16,32,5000,uha,9
128832,124928,-35.631168365478516,0.0001,16,32,5000,uha,9
129888,125952,-26.679534912109375,0.0001,16,32,5000,uha,9
130944,126976,-31.032699584960938,0.0001,16,32,5000,uha,9
132000,128000,-34.28115463256836,0.0001,16,32,5000,uha,9
133056,129024,-31.01215362548828,0.0001,16,32,5000,uha,9
134112,130048,-31.03488540649414,0.0001,16,32,5000,uha,9
135168,131072,-36.143272399902344,0.0001,16,32,5000,uha,9
136224,132096,-33.85029220581055,0.0001,16,32,5000,uha,9
137280,133120,-28.97846221923828,0.0001,16,32,5000,uha,9
138336,134144,-32.44638442993164,0.0001,16,32,5000,uha,9
139392,135168,-33.01203918457031,0.0001,16,32,5000,uha,9
140448,136192,-34.518497467041016,0.0001,16,32,5000,uha,9
141504,137216,-32.208255767822266,0.0001,16,32,5000,uha,9
142560,138240,-36.35856246948242,0.0001,16,32,5000,uha,9
143616,139264,-35.5308952331543,0.0001,16,32,5000,uha,9
144672,140288,-34.296653747558594,0.0001,16,32,5000,uha,9
145728,141312,-33.22944259643555,0.0001,16,32,5000,uha,9
146784,142336,-33.16616439819336,0.0001,16,32,5000,uha,9
147840,143360,-29.390857696533203,0.0001,16,32,5000,uha,9
148896,144384,-33.3857307434082,0.0001,16,32,5000,uha,9
149952,145408,-28.364994049072266,0.0001,16,32,5000,uha,9
151008,146432,-18.93619155883789,0.0001,16,32,5000,uha,9
152064,147456,-33.6612434387207,0.0001,16,32,5000,uha,9
153120,148480,-35.03616714477539,0.0001,16,32,5000,uha,9
154176,149504,-30.992080688476562,0.0001,16,32,5000,uha,9
155232,150528,-29.234786987304688,0.0001,16,32,5000,uha,9
156288,151552,-32.43818664550781,0.0001,16,32,5000,uha,9
157344,152576,-29.137001037597656,0.0001,16,32,5000,uha,9
158400,153600,-30.84282684326172,0.0001,16,32,5000,uha,9
159456,154624,-32.61551284790039,0.0001,16,32,5000,uha,9
160512,155648,-34.48646545410156,0.0001,16,32,5000,uha,9
161568,156672,-31.389968872070312,0.0001,16,32,5000,uha,9
162624,157696,-31.897659301757812,0.0001,16,32,5000,uha,9
163680,158720,-32.286991119384766,0.0001,16,32,5000,uha,9
164736,159744,-34.961830139160156,0.0001,16,32,5000,uha,9
165792,160768,-35.29835891723633,0.0001,16,32,5000,uha,9
166848,161792,-31.997753143310547,0.0001,16,32,5000,uha,9
167904,162816,-28.427112579345703,0.0001,16,32,5000,uha,9
168960,163840,-27.4976806640625,0.0001,16,32,5000,uha,9
170016,164864,-25.526866912841797,0.0001,16,32,5000,uha,9
171072,165888,-27.584285736083984,0.0001,16,32,5000,uha,9
172128,166912,-33.547550201416016,0.0001,16,32,5000,uha,9
173184,167936,-27.797348022460938,0.0001,16,32,5000,uha,9
174240,168960,-32.806297302246094,0.0001,16,32,5000,uha,9
175296,169984,-32.1815185546875,0.0001,16,32,5000,uha,9
176352,171008,-34.179718017578125,0.0001,16,32,5000,uha,9
177408,172032,-31.784679412841797,0.0001,16,32,5000,uha,9
178464,173056,-32.33967971801758,0.0001,16,32,5000,uha,9
179520,174080,-30.1334228515625,0.0001,16,32,5000,uha,9
180576,175104,-35.522064208984375,0.0001,16,32,5000,uha,9
181632,176128,-35.059513092041016,0.0001,16,32,5000,uha,9
182688,177152,-32.754425048828125,0.0001,16,32,5000,uha,9
183744,178176,-36.269474029541016,0.0001,16,32,5000,uha,9
184800,179200,-32.19306564331055,0.0001,16,32,5000,uha,9
185856,180224,-29.59188461303711,0.0001,16,32,5000,uha,9
