n_lpdf_eval,n_grad_eval,logzs_eval,lr,nbridge,batchsize,niters,method,id
2080,2048,-0.7197239510785023,0.01,32,32,5000,uha,7
4160,4096,-1.1190896402413317,0.01,32,32,5000,uha,7
6240,6144,-0.8372686991561649,0.01,32,32,5000,uha,7
8320,8192,0.9990221813553459,0.01,32,32,5000,uha,7
10400,10240,-0.43775939558178933,0.01,32,32,5000,uha,7
12480,12288,-0.4632289912665639,0.01,32,32,5000,uha,7
14560,14336,-0.8030374668399771,0.01,32,32,5000,uha,7
16640,16384,-0.7718350442420681,0.01,32,32,5000,uha,7
18720,18432,-0.9912624032354236,0.01,32,32,5000,uha,7
20800,20480,-0.8974927770074776,0.01,32,32,5000,uha,7
22880,22528,-0.9487940195244162,0.01,32,32,5000,uha,7
24960,24576,-1.0735810937499357,0.01,32,32,5000,uha,7
27040,26624,-0.6952689396536398,0.01,32,32,5000,uha,7
29120,28672,-0.9871492105396102,0.01,32,32,5000,uha,7
31200,30720,-0.8216917040203002,0.01,32,32,5000,uha,7
33280,32768,-0.34502091203236773,0.01,32,32,5000,uha,7
35360,34816,-0.8690239050482402,0.01,32,32,5000,uha,7
37440,36864,-0.9366339256279081,0.01,32,32,5000,uha,7
39520,38912,-0.03632385706193997,0.01,32,32,5000,uha,7
41600,40960,-0.004220345986754914,0.01,32,32,5000,uha,7
43680,43008,-0.24869748634965294,0.01,32,32,5000,uha,7
45760,45056,-0.5395710390048736,0.01,32,32,5000,uha,7
47840,47104,-0.7171616300785777,0.01,32,32,5000,uha,7
49920,49152,-0.48577758344880007,0.01,32,32,5000,uha,7
52000,51200,-0.46840133824129193,0.01,32,32,5000,uha,7
54080,53248,-0.647427904461388,0.01,32,32,5000,uha,7
56160,55296,-1.002451712163519,0.01,32,32,5000,uha,7
58240,57344,-0.7466691589363004,0.01,32,32,5000,uha,7
60320,59392,-0.6516458220054888,0.01,32,32,5000,uha,7
62400,61440,0.5309110976573859,0.01,32,32,5000,uha,7
64480,63488,-0.14669957088993968,0.01,32,32,5000,uha,7
66560,65536,-0.7184776466420049,0.01,32,32,5000,uha,7
68640,67584,-0.48869110633174007,0.01,32,32,5000,uha,7
70720,69632,-0.3949957439697638,0.01,32,32,5000,uha,7
72800,71680,-0.7325669033558384,0.01,32,32,5000,uha,7
74880,73728,-0.8410717714091964,0.01,32,32,5000,uha,7
76960,75776,-0.3299630891477454,0.01,32,32,5000,uha,7
79040,77824,-0.5282674932899294,0.01,32,32,5000,uha,7
81120,79872,-0.6117742491587341,0.01,32,32,5000,uha,7
83200,81920,-0.6788280911887847,0.01,32,32,5000,uha,7
85280,83968,-0.628361605721464,0.01,32,32,5000,uha,7
87360,86016,-0.3339061292634078,0.01,32,32,5000,uha,7
89440,88064,-0.7412297785262458,0.01,32,32,5000,uha,7
91520,90112,-0.45585234207674485,0.01,32,32,5000,uha,7
93600,92160,-0.610263160104128,0.01,32,32,5000,uha,7
95680,94208,-0.30885167298319427,0.01,32,32,5000,uha,7
97760,96256,-0.37712935222737176,0.01,32,32,5000,uha,7
99840,98304,-0.5205970653943073,0.01,32,32,5000,uha,7
101920,100352,-0.667313346111416,0.01,32,32,5000,uha,7
104000,102400,-0.286418933080542,0.01,32,32,5000,uha,7
106080,104448,-0.6251695275613791,0.01,32,32,5000,uha,7
108160,106496,-0.7105700594541124,0.01,32,32,5000,uha,7
110240,108544,-0.6298481667834706,0.01,32,32,5000,uha,7
112320,110592,-0.6519975565031331,0.01,32,32,5000,uha,7
114400,112640,-0.33902686444639496,0.01,32,32,5000,uha,7
116480,114688,-0.49334189319069655,0.01,32,32,5000,uha,7
118560,116736,-0.5814006658929145,0.01,32,32,5000,uha,7
120640,118784,-0.4861172818211035,0.01,32,32,5000,uha,7
122720,120832,-0.5159752576331806,0.01,32,32,5000,uha,7
124800,122880,-0.664160500795659,0.01,32,32,5000,uha,7
126880,124928,-0.454283539590409,0.01,32,32,5000,uha,7
128960,126976,-0.6046011786679175,0.01,32,32,5000,uha,7
131040,129024,-0.2056479094183361,0.01,32,32,5000,uha,7
133120,131072,-0.2768500040299857,0.01,32,32,5000,uha,7
135200,133120,-0.5338325394980368,0.01,32,32,5000,uha,7
137280,135168,-0.7343948861433764,0.01,32,32,5000,uha,7
139360,137216,-0.46849015453760323,0.01,32,32,5000,uha,7
141440,139264,-0.6980146624639136,0.01,32,32,5000,uha,7
143520,141312,-0.6254485651895463,0.01,32,32,5000,uha,7
145600,143360,-0.6724920075521048,0.01,32,32,5000,uha,7
147680,145408,-0.6889380602116528,0.01,32,32,5000,uha,7
149760,147456,-0.6750017879473065,0.01,32,32,5000,uha,7
151840,149504,-0.45520123658200085,0.01,32,32,5000,uha,7
153920,151552,-0.1144795453395977,0.01,32,32,5000,uha,7
156000,153600,0.3523495434331414,0.01,32,32,5000,uha,7
158080,155648,-0.48322057638685845,0.01,32,32,5000,uha,7
160160,157696,-0.5875872681822534,0.01,32,32,5000,uha,7
162240,159744,-0.6296956267745069,0.01,32,32,5000,uha,7
164320,161792,-0.4676948995629884,0.01,32,32,5000,uha,7
166400,163840,-0.7193421302434571,0.01,32,32,5000,uha,7
168480,165888,-0.38799976109038514,0.01,32,32,5000,uha,7
170560,167936,-0.5152790560202254,0.01,32,32,5000,uha,7
172640,169984,-0.6490086547945912,0.01,32,32,5000,uha,7
174720,172032,-0.646174566001366,0.01,32,32,5000,uha,7
176800,174080,-0.6028859874115726,0.01,32,32,5000,uha,7
178880,176128,-0.6047270990971318,0.01,32,32,5000,uha,7
180960,178176,-0.7039568452696079,0.01,32,32,5000,uha,7
183040,180224,-0.5538893204547239,0.01,32,32,5000,uha,7
185120,182272,-0.2732856144822913,0.01,32,32,5000,uha,7
187200,184320,-0.5404389873616404,0.01,32,32,5000,uha,7
189280,186368,-0.6616926644436782,0.01,32,32,5000,uha,7
191360,188416,-0.5762785023033352,0.01,32,32,5000,uha,7
193440,190464,-0.7104709454798721,0.01,32,32,5000,uha,7
195520,192512,-0.2512799379190733,0.01,32,32,5000,uha,7
197600,194560,-0.6722197622269865,0.01,32,32,5000,uha,7
199680,196608,-0.6892384289356022,0.01,32,32,5000,uha,7
201760,198656,-0.4477076368912547,0.01,32,32,5000,uha,7
203840,200704,-0.2729844453402537,0.01,32,32,5000,uha,7
205920,202752,-0.651438969096068,0.01,32,32,5000,uha,7
208000,204800,-0.5245817568590843,0.01,32,32,5000,uha,7
210080,206848,-0.5595545736864791,0.01,32,32,5000,uha,7
212160,208896,-0.5245016738496329,0.01,32,32,5000,uha,7
214240,210944,-0.6680594704847254,0.01,32,32,5000,uha,7
216320,212992,-0.4502547376045518,0.01,32,32,5000,uha,7
218400,215040,-0.6024635920360994,0.01,32,32,5000,uha,7
220480,217088,-0.3975009476629099,0.01,32,32,5000,uha,7
222560,219136,-0.39716263073387914,0.01,32,32,5000,uha,7
224640,221184,-0.5768964981455227,0.01,32,32,5000,uha,7
226720,223232,-0.49870766563573454,0.01,32,32,5000,uha,7
228800,225280,-0.6028140717348167,0.01,32,32,5000,uha,7
230880,227328,-0.5129277991176853,0.01,32,32,5000,uha,7
232960,229376,-0.6323246211645754,0.01,32,32,5000,uha,7
235040,231424,-0.6493438357705061,0.01,32,32,5000,uha,7
237120,233472,-0.45511264554597286,0.01,32,32,5000,uha,7
239200,235520,-0.6345895209260064,0.01,32,32,5000,uha,7
241280,237568,-0.5503810492228274,0.01,32,32,5000,uha,7
243360,239616,-0.5456857469293608,0.01,32,32,5000,uha,7
245440,241664,1.2283335258392407,0.01,32,32,5000,uha,7
247520,243712,-0.33371203164346497,0.01,32,32,5000,uha,7
249600,245760,-0.5442781317024359,0.01,32,32,5000,uha,7
251680,247808,-0.4050215163976878,0.01,32,32,5000,uha,7
253760,249856,-0.27166357263713437,0.01,32,32,5000,uha,7
255840,251904,0.23143479811338974,0.01,32,32,5000,uha,7
257920,253952,-0.017321623865527158,0.01,32,32,5000,uha,7
260000,256000,-0.3488906392697162,0.01,32,32,5000,uha,7
262080,258048,-0.3701160312642111,0.01,32,32,5000,uha,7
264160,260096,0.4064681134919139,0.01,32,32,5000,uha,7
266240,262144,-0.5106172160596616,0.01,32,32,5000,uha,7
268320,264192,-0.633114073245717,0.01,32,32,5000,uha,7
270400,266240,-0.36688691313606814,0.01,32,32,5000,uha,7
272480,268288,-0.6070370124379716,0.01,32,32,5000,uha,7
274560,270336,-0.3556708258705843,0.01,32,32,5000,uha,7
276640,272384,-0.6224146119638885,0.01,32,32,5000,uha,7
278720,274432,-0.5728582691779094,0.01,32,32,5000,uha,7
280800,276480,0.07327554028938632,0.01,32,32,5000,uha,7
282880,278528,-0.364046981160854,0.01,32,32,5000,uha,7
284960,280576,-0.5020398794081755,0.01,32,32,5000,uha,7
287040,282624,-0.20752638225751063,0.01,32,32,5000,uha,7
289120,284672,-0.5297404631894223,0.01,32,32,5000,uha,7
291200,286720,0.30697253929533463,0.01,32,32,5000,uha,7
293280,288768,-0.41732471758431267,0.01,32,32,5000,uha,7
295360,290816,-0.11398979580330071,0.01,32,32,5000,uha,7
297440,292864,-0.5246436911598105,0.01,32,32,5000,uha,7
299520,294912,0.0038249168485045004,0.01,32,32,5000,uha,7
301600,296960,-0.6642272592379772,0.01,32,32,5000,uha,7
303680,299008,-0.46924351638002815,0.01,32,32,5000,uha,7
305760,301056,-0.483274298236835,0.01,32,32,5000,uha,7
307840,303104,-0.24350977517868788,0.01,32,32,5000,uha,7
309920,305152,-0.3988672141519034,0.01,32,32,5000,uha,7
312000,307200,-0.4319793556514391,0.01,32,32,5000,uha,7
314080,309248,-0.7045750334597622,0.01,32,32,5000,uha,7
316160,311296,-0.5804408006676409,0.01,32,32,5000,uha,7
318240,313344,-0.4298626838593025,0.01,32,32,5000,uha,7
320320,315392,-0.5204406807858399,0.01,32,32,5000,uha,7
322400,317440,-0.5625313690085454,0.01,32,32,5000,uha,7
324480,319488,1.0490097051432867,0.01,32,32,5000,uha,7
326560,321536,-0.5440567685427817,0.01,32,32,5000,uha,7
328640,323584,-0.5597606936252904,0.01,32,32,5000,uha,7
330720,325632,-0.5436061848886196,0.01,32,32,5000,uha,7
332800,327680,-0.21525269085483423,0.01,32,32,5000,uha,7
334880,329728,-0.6341397169930403,0.01,32,32,5000,uha,7
336960,331776,-0.40963490832373584,0.01,32,32,5000,uha,7
339040,333824,1.0994107082098745,0.01,32,32,5000,uha,7
341120,335872,-0.4485622259658735,0.01,32,32,5000,uha,7
343200,337920,-0.3304277889260261,0.01,32,32,5000,uha,7
345280,339968,-0.6448877785229961,0.01,32,32,5000,uha,7
347360,342016,-0.5940892720690574,0.01,32,32,5000,uha,7
349440,344064,-0.6310372353181739,0.01,32,32,5000,uha,7
351520,346112,-0.5299340859824015,0.01,32,32,5000,uha,7
353600,348160,-0.5893126571605931,0.01,32,32,5000,uha,7
355680,350208,-0.342161962824707,0.01,32,32,5000,uha,7
357760,352256,-0.25307525843891465,0.01,32,32,5000,uha,7
359840,354304,-0.4566067460492764,0.01,32,32,5000,uha,7
361920,356352,-0.5563920967594749,0.01,32,32,5000,uha,7
364000,358400,-0.46022202473789786,0.01,32,32,5000,uha,7
366080,360448,-0.6196980674650021,0.01,32,32,5000,uha,7
368160,362496,-0.541420581090212,0.01,32,32,5000,uha,7
370240,364544,-0.486543951653565,0.01,32,32,5000,uha,7
372320,366592,-0.5268061867431859,0.01,32,32,5000,uha,7
374400,368640,-0.6129527184984651,0.01,32,32,5000,uha,7
376480,370688,-0.25998520061863584,0.01,32,32,5000,uha,7
378560,372736,-0.6620271450213435,0.01,32,32,5000,uha,7
380640,374784,-0.47099536663448216,0.01,32,32,5000,uha,7
382720,376832,-0.6270308418235251,0.01,32,32,5000,uha,7
384800,378880,-0.2349936946032125,0.01,32,32,5000,uha,7
386880,380928,-0.43598961552493787,0.01,32,32,5000,uha,7
388960,382976,-0.6935642492618257,0.01,32,32,5000,uha,7
391040,385024,-0.5298916380472134,0.01,32,32,5000,uha,7
393120,387072,-0.4011172856404235,0.01,32,32,5000,uha,7
395200,389120,-0.3330222692938287,0.01,32,32,5000,uha,7
397280,391168,-0.5037320829107381,0.01,32,32,5000,uha,7
399360,393216,-0.5842710953908865,0.01,32,32,5000,uha,7
401440,395264,-0.6019549507616775,0.01,32,32,5000,uha,7
403520,397312,-0.22885623572686864,0.01,32,32,5000,uha,7
405600,399360,-0.4873786516255869,0.01,32,32,5000,uha,7
407680,401408,-0.7243339143756673,0.01,32,32,5000,uha,7
409760,403456,-0.5308348444587843,0.01,32,32,5000,uha,7
411840,405504,-0.5407676587646941,0.01,32,32,5000,uha,7
413920,407552,-0.6212691143902171,0.01,32,32,5000,uha,7
416000,409600,-0.4220164502487629,0.01,32,32,5000,uha,7
418080,411648,-0.6400652752443685,0.01,32,32,5000,uha,7
420160,413696,-0.3026717165207957,0.01,32,32,5000,uha,7
422240,415744,-0.25240134677190795,0.01,32,32,5000,uha,7
424320,417792,-0.3939256524475647,0.01,32,32,5000,uha,7
426400,419840,-0.4920306104462755,0.01,32,32,5000,uha,7
428480,421888,-0.45707685878921644,0.01,32,32,5000,uha,7
430560,423936,-0.44129643858929235,0.01,32,32,5000,uha,7
432640,425984,-0.569811921690877,0.01,32,32,5000,uha,7
434720,428032,-0.3058200457792237,0.01,32,32,5000,uha,7
436800,430080,-0.42521646898800647,0.01,32,32,5000,uha,7
438880,432128,-0.33200213560866043,0.01,32,32,5000,uha,7
440960,434176,-0.4152625899817819,0.01,32,32,5000,uha,7
443040,436224,-0.5725006064077647,0.01,32,32,5000,uha,7
445120,438272,-0.7424623747248704,0.01,32,32,5000,uha,7
447200,440320,-0.3070770220867658,0.01,32,32,5000,uha,7
449280,442368,-0.6556135878988583,0.01,32,32,5000,uha,7
451360,444416,-0.4770866527013604,0.01,32,32,5000,uha,7
453440,446464,-0.18067846964547396,0.01,32,32,5000,uha,7
455520,448512,-0.4043308865020654,0.01,32,32,5000,uha,7
457600,450560,-0.40132610160288884,0.01,32,32,5000,uha,7
459680,452608,-0.6674506848431863,0.01,32,32,5000,uha,7
461760,454656,-0.5191754996837004,0.01,32,32,5000,uha,7
463840,456704,-0.4792639940771197,0.01,32,32,5000,uha,7
465920,458752,-0.5325705257335356,0.01,32,32,5000,uha,7
468000,460800,-0.5096264969537847,0.01,32,32,5000,uha,7
