n_lpdf_eval,n_grad_eval,logzs_eval,lr,nbridge,batchsize,niters,method,id
32,992,-61.49704854240543,0.001,16,32,5000,ula,24
64,1984,-58.48756243818392,0.001,16,32,5000,ula,24
96,2976,-61.13527044222577,0.001,16,32,5000,ula,24
128,3968,-51.91269532481669,0.001,16,32,5000,ula,24
160,4960,-60.58485994371967,0.001,16,32,5000,ula,24
192,5952,-60.32338059166622,0.001,16,32,5000,ula,24
224,6944,-51.56306567581011,0.001,16,32,5000,ula,24
256,7936,-59.12296827897422,0.001,16,32,5000,ula,24
288,8928,-59.1170207063637,0.001,16,32,5000,ula,24
320,9920,-55.70630119790629,0.001,16,32,5000,ula,24
352,10912,-58.72886087554381,0.001,16,32,5000,ula,24
384,11904,-41.08206321148374,0.001,16,32,5000,ula,24
416,12896,-52.14749373911317,0.001,16,32,5000,ula,24
448,13888,-61.1448867337072,0.001,16,32,5000,ula,24
480,14880,-57.10219418910055,0.001,16,32,5000,ula,24
512,15872,-52.65729630896764,0.001,16,32,5000,ula,24
544,16864,-60.84256449499945,0.001,16,32,5000,ula,24
576,17856,-52.16684899705194,0.001,16,32,5000,ula,24
608,18848,-58.052214148265996,0.001,16,32,5000,ula,24
640,19840,-51.943710347851095,0.001,16,32,5000,ula,24
672,20832,-59.215083445624835,0.001,16,32,5000,ula,24
704,21824,-55.69850365608998,0.001,16,32,5000,ula,24
736,22816,-55.96245680459688,0.001,16,32,5000,ula,24
768,23808,-57.156916981273326,0.001,16,32,5000,ula,24
800,24800,-58.657084104380466,0.001,16,32,5000,ula,24
832,25792,-54.34984099509933,0.001,16,32,5000,ula,24
864,26784,-56.88162418384948,0.001,16,32,5000,ula,24
896,27776,-56.71313216503591,0.001,16,32,5000,ula,24
928,28768,-59.910813232584076,0.001,16,32,5000,ula,24
960,29760,-57.44826148121286,0.001,16,32,5000,ula,24
992,30752,-55.90594755772629,0.001,16,32,5000,ula,24
1024,31744,-57.24171123394353,0.001,16,32,5000,ula,24
1056,32736,-59.577412548240545,0.001,16,32,5000,ula,24
1088,33728,-57.3825397114628,0.001,16,32,5000,ula,24
1120,34720,-59.15216879325394,0.001,16,32,5000,ula,24
1152,35712,-56.23201663452127,0.001,16,32,5000,ula,24
1184,36704,-59.8470171378738,0.001,16,32,5000,ula,24
1216,37696,-53.35834910919893,0.001,16,32,5000,ula,24
1248,38688,-57.539733642015506,0.001,16,32,5000,ula,24
1280,39680,-56.02607579338795,0.001,16,32,5000,ula,24
1312,40672,-55.57770393258537,0.001,16,32,5000,ula,24
1344,41664,-57.82724235005107,0.001,16,32,5000,ula,24
1376,42656,-55.14641995527423,0.001,16,32,5000,ula,24
1408,43648,-59.80017391146498,0.001,16,32,5000,ula,24
1440,44640,-61.610267241512226,0.001,16,32,5000,ula,24
1472,45632,-56.698132671997456,0.001,16,32,5000,ula,24
1504,46624,-51.43388919935574,0.001,16,32,5000,ula,24
1536,47616,-56.73975909204206,0.001,16,32,5000,ula,24
1568,48608,-57.99617362516161,0.001,16,32,5000,ula,24
1600,49600,-55.84674649410338,0.001,16,32,5000,ula,24
1632,50592,-59.053634668166936,0.001,16,32,5000,ula,24
1664,51584,-58.19127873866601,0.001,16,32,5000,ula,24
1696,52576,-58.8865508734735,0.001,16,32,5000,ula,24
1728,53568,-48.817660193345496,0.001,16,32,5000,ula,24
1760,54560,-60.175114015461,0.001,16,32,5000,ula,24
1792,55552,-60.19418187995663,0.001,16,32,5000,ula,24
1824,56544,-61.788429135168386,0.001,16,32,5000,ula,24
1856,57536,-61.31048741701671,0.001,16,32,5000,ula,24
1888,58528,-52.539702644070736,0.001,16,32,5000,ula,24
1920,59520,-59.74077391010585,0.001,16,32,5000,ula,24
1952,60512,-54.346786349263155,0.001,16,32,5000,ula,24
1984,61504,-55.118739583562224,0.001,16,32,5000,ula,24
2016,62496,-57.42506850611573,0.001,16,32,5000,ula,24
2048,63488,-54.14104171932393,0.001,16,32,5000,ula,24
2080,64480,-57.50024947421714,0.001,16,32,5000,ula,24
2112,65472,-59.2874120535421,0.001,16,32,5000,ula,24
2144,66464,-56.3149104960608,0.001,16,32,5000,ula,24
2176,67456,-51.65386939264663,0.001,16,32,5000,ula,24
2208,68448,-49.86227962029633,0.001,16,32,5000,ula,24
2240,69440,-49.325544155407385,0.001,16,32,5000,ula,24
2272,70432,-59.969845182830916,0.001,16,32,5000,ula,24
2304,71424,-56.57315461344406,0.001,16,32,5000,ula,24
2336,72416,-55.609669940498286,0.001,16,32,5000,ula,24
2368,73408,-54.02334261303578,0.001,16,32,5000,ula,24
2400,74400,-57.529759783985284,0.001,16,32,5000,ula,24
2432,75392,-59.1301084857077,0.001,16,32,5000,ula,24
2464,76384,-59.94071414862995,0.001,16,32,5000,ula,24
2496,77376,-59.062424558451255,0.001,16,32,5000,ula,24
2528,78368,-56.63216948635429,0.001,16,32,5000,ula,24
2560,79360,-59.394000007091314,0.001,16,32,5000,ula,24
2592,80352,-57.61425576700613,0.001,16,32,5000,ula,24
2624,81344,-58.48212592624315,0.001,16,32,5000,ula,24
2656,82336,-55.1215340912916,0.001,16,32,5000,ula,24
2688,83328,-56.32002466006315,0.001,16,32,5000,ula,24
2720,84320,-56.58983364232585,0.001,16,32,5000,ula,24
2752,85312,-59.106628797950094,0.001,16,32,5000,ula,24
2784,86304,-58.620858169208056,0.001,16,32,5000,ula,24
2816,87296,-57.63738726764362,0.001,16,32,5000,ula,24
2848,88288,-49.65059466255152,0.001,16,32,5000,ula,24
2880,89280,-55.67088839601829,0.001,16,32,5000,ula,24
2912,90272,-55.12823122906944,0.001,16,32,5000,ula,24
2944,91264,-50.86384938862522,0.001,16,32,5000,ula,24
2976,92256,-58.237802909121086,0.001,16,32,5000,ula,24
3008,93248,-58.547892263504046,0.001,16,32,5000,ula,24
3040,94240,-55.34777662939988,0.001,16,32,5000,ula,24
3072,95232,-58.086432207448325,0.001,16,32,5000,ula,24
3104,96224,-59.05290504084877,0.001,16,32,5000,ula,24
3136,97216,-53.97836584018571,0.001,16,32,5000,ula,24
3168,98208,-53.97375116742009,0.001,16,32,5000,ula,24
3200,99200,-56.20913060648339,0.001,16,32,5000,ula,24
3232,100192,-58.30490532595756,0.001,16,32,5000,ula,24
3264,101184,-58.51696654184101,0.001,16,32,5000,ula,24
3296,102176,-50.4634397844725,0.001,16,32,5000,ula,24
3328,103168,-59.508212987471055,0.001,16,32,5000,ula,24
3360,104160,-54.555490559466634,0.001,16,32,5000,ula,24
3392,105152,-57.73543246031129,0.001,16,32,5000,ula,24
3424,106144,-57.62640531020625,0.001,16,32,5000,ula,24
3456,107136,-57.809343968818794,0.001,16,32,5000,ula,24
3488,108128,-52.340525465971155,0.001,16,32,5000,ula,24
3520,109120,-58.500544181528575,0.001,16,32,5000,ula,24
3552,110112,-56.86952208996597,0.001,16,32,5000,ula,24
3584,111104,-60.39213441543376,0.001,16,32,5000,ula,24
3616,112096,-56.67667988622123,0.001,16,32,5000,ula,24
3648,113088,-54.54738679669335,0.001,16,32,5000,ula,24
3680,114080,-58.36171343573649,0.001,16,32,5000,ula,24
